Organisation,KVK number
WeAreReasonablePeople B.V.,54105706
Weather Impact B.V.,62139738
Weatherford Netherlands B.V.,34231980
Weathernews Benelux B.V.,32073686
Weaviate B.V.,75231824
WEB HW Projects B.V.,90668413
Web Power B.V.,09103500
WEB SW Projects B.V.,90668375
WEBB Traders B.V.,37156109
Webbers International B.V.,27175278
Webbouwers.com B.V.,70750300
Webfleet Solutions Sales B.V.,60077972
Webhelp Nederland B.V.,27117788
WebinarGeek B.V.,68420765
Web-IQ B.V.,53250036
WebMD Netherlands B.V.,51463466
Webs Inbound B.V.,14102692
WebshopinChina.com B.V.,68846118
Webzilla B.V.,08152605
WeChat Pay Europe B.V.,72082860
Wecountancy Expat Services B.V.,75641488
Wedigify B.V.,90019458
Weener Plastics Group B.V.,63433982
Weening Strafrechtadvocaten,54060036
Wefabricate HR B.V.,86869930
WE-Force B.V.,57124663
Weg Benelux S.A.,08107582
WEG Holding B.V.,91188350
Wegochem Europe B.V.,34317623
Wehkamp Retail Group B.V.,27109571
Weidema van Tol,34145597
Weir Minerals Netherlands B.V.,12032525
Welink Constructie Advies B.V.,84774134
Well Engineering Partners (WEP) B.V.,04061243
Well Guidance B.V.,71541535
Wella Netherlands B.V.,80141374
Wellinq Medical B.V.,55418511
Wellknit International B.V.,63479540
Wellman Recycling,09066911
Wellness Innovations B.V.,59889861
WellPerform B.V.,85316202
Welo Post B.V.,74494112
Welocate B.V.,64004147
Wenneker.TV B.V.,34323979
WePayPeople B.V.,34292836
WePayPeople Backoffice Services B.V.,64996662
WePayPeople Verloningen B.V.,59291540
WerkGroep NL Contracting B.V.,24194837
Werkorganisatie HLT Samen,67674712
Werkspot B.V.,18079951
Wessanen Benelux B.V.,57018154
Wessanen Nederland Holding B.V.,33163731
West 8 urban design & landscape architecture B.V.,24246438
West Consulting B.V.,27223525
West Team B.V.,27318327
Westcon Group European Operations Netherlands Branch,30221053
WestFlex Services B.V.,24389241
Westfort Vleesproducten B.V.,30182235
Westlake Epoxy B.V.,24294676
Westmark International B.V.,71725784
Westmill Foods Europe B.V.,27131098
Westo Prefab Betonsystemen B.V.,04037246
Westport Fuel Systems Netherlands B.V.,17058344
"Wetensch. Onderzoek Verkeersveiligheid, Stg. SWOV",41151387
Wetransfer B.V.,34380998
WETRAVEL B.V.,70669783
WeVestr Coöperatie U.A.,77192516
WeWork Companies (International) B.V.,61501220
WeWork Netherlands B.V.,61505439
WEX Europe Services B.V.,59956550
Wexford Finance B.V.,27124941
WF Consultancy B.V.,83046356
Whale Cloud Technology Netherlands B.V.,63774801
Whiffle B.V.,62549987
WHILL Europe B.V.,72465700
Whispp B.V.,78082056
Whitaker-Taylor Netherlands B.V.,66255163
White Lines Holdings B.V.,67307906
White Lioness technologies B.V.,67723179
White Oak B.V.,68606176
White Space Energy B.V.,73765341
WhiteHats B.V.,59362723
Whoppah B.V.,71938206
Widget Brain B.V.,63463725
Wieden & Kennedy Amsterdam B.V.,52337626
Wijngaarde bv,34233235
Wijnja Groep B.V.,72887656
Wijnne & Barends' Cargadoors- en Agentuurkantoren B.V.,02300483
Wikkelhouse B.V.,67520480
Wildflower B.V.,86090437
Wilgenhaege Innovations B.V.,60836881
Wilhelmsen Ahrenkiel Ship Management B.V.,69545200
Willamette Valley Company B.V.,68100876
Wilmar Europe Holdings B.V.,24439170
Wilmar Europe Trading B.V.,24453143
Wilshire Associates Europe B.V.,33260953
Winc Academy B.V.,73031178
Winclove B.V.,33203777
Windcat Workboats International B.V.,84209070
Winford Bilingual School B.V.,73989002
Winteb B.V.,56801068
Wintershall Dea Carbon Management Solutions B.V.,86796917
Wintershall Dea Global Support B.V.,27079455
Wintershall Noordzee B.V.,27100034
Winthrop Technologies Netherlands N.V.,66551102
Wipro Information Technology Netherlands B.V.,34167218
Wipro Limited,34184353
Wisdom Lines Europe B.V.,76508285
WiseGuys Internet B.V.,60986557
Wispex Transit NL B.V.,27263954
Witcom Engineering Plastics B.V.,32101298
Withlocals B.V.,58173382
Wittenborg University of Applied Sciences B.V.,08090958
Witteveen+Bos,38020751
Wittur B.V.,39055241
WizeNoze Benelux B.V.,78278341
WLT Netherlands B.V.,30231746
WMC Energy,65173821
WNL Staal B.V.,24304251
WNS Global Services Netherlands B.V.,34272863
WOK Het Oosten Oriëntaal restaurant & partycatering,31036418
Wolf & Cherry,62400517
Wolf Dikken Adviseurs,27155328
Wolf Steel Europe B.V.,51509970
Wolfpack Agency B.V.,69950121
Wolfpack DCS B.V.,76928756
Wolters Kluwer Financial Services Netherlands B.V.,24250145
Wolters Kluwer Global Business Services B.V.,33181756
Wolters Kluwer N.V.,33202517
Wolters Kluwer Nederland B.V.,38013226
Wolters Kluwer TAA Europe Cloud Strategy & Operations C.V.,65956583
Wolters Kluwer Tax and Accounting Nederland B.V.,30173996
Wolters Kluwer Tax and Accounting Technology B.V.,52323072
Wolters Kluwer Technology B.V.,38014719
Wolverine Europe B.V.,34125356
WOMO Architects B.V.,71284443
Womy equipment supply B.V.,24277193
Wonderflow B.V.,60436050
Wonderkind Technologies B.V.,63255359
Wonderland Industry,58179895
Woningstichting Eigen Haard,33006516
Wonjin Europe B.V.,34209692
Wood Group UK Limited - The Netherlands Branch,86412086
Wood Holding Group B.V.,34113574
Woodpacker Trading B.V.,67449638
WoodWing Software B.V.,34134682
Woodwork Amsterdam B.V.,54901812
Woonwerk Architecten Rotterdam B.V.,56837968
WOOV-IT B.V.,69646082
WorkCo Netherlands Solutions B.V.,82876916
Workday B.V.,53679660
Workersbee Energy B.V.,87226316
WorkFloor B.V.,62047140
WorkFlowWise B.V.,24172107
Workiva Netherlands B.V.,58856609
Works B.V.,55808379
WORKS B.V.,67265502
Workshop Holland B.V.,64597911
Workstreampeople B.V.,32129927
Workwize B.V.,81053223
World Asia Logistics B.V.,34117104
World Business Council for Sustainable Development,85613606
World Fair Trade Organization,40536675
World First Netherlands B.V.,72715898
World Freight Logistics B.V.,24335571
World Learning Inc.,34198778
World Marrow Donor Association,40448326
Worldline Digital Commerce,34140462
Worldline N.V.,81217587
Worldpay B.V.,60494344
WorldPay Limited,51838133
WorldStartupFactory B.V.,63623455
Worley Nederland B.V.,24301248
Worth IT Webdevelopment B.V.,27248299
Wrangu B.V.,66214122
WRI Europe Stichting,65379446
Wright Brothers Flight Technologies Netherlands B.V.,70311005
Wrist-Klevenberg Ship Supply NL B.V.,24109658
WS Architects B.V.,74834258
WSG Industrial Services B.V.,04084042
WSK Medical B.V.,71216529
WSM Engineering,13025024
WSP Nederland B.V.,20045963
WTN B.V.,59392835
WTS Energy Holding B.V.,08087968
WTS Energy Services B.V.,51985810
Wunderman Thompson Amsterdam VOF,34269916
wUrck architectuur stedenbouw landschap B.V.,65676890
Wurth Finance International B.V.,16077661
Wuunder Nederland B.V.,65054253
WWL ALS (Wallenius Wilhelmsen Logistics Abnormal Load Services) Nederland B.V.,13039939
WWT Netherlands B.V.,54053676
Wypoon Technologies B.V.,74007807
